id_licitacao,entidade,categoria,quantidade,preco_mercado,preco_estimado,preco_vencedor,numero_licitantes,bdi_percentual,numero_aditivos,historico_contratos,classe
LIC-2025-24281,Câmara Municipal de Recife,Transporte Escolar,50,3244.24,3019.43,3594.78,5,0.1616,0,0,Não Fraudulenta
LIC-2025-24282,Universidade Federal da Paraíba,Medicamento,5,86.98,79.38,77.23,4,0.2126,0,3,Não Fraudulenta
LIC-2025-24283,Prefeitura Municipal de São Paulo,Material de Escritório,100,44.05,41.88,81.75,1,0.4213,1,1,Fraudulenta
LIC-2025-24284,Prefeitura Municipal de São Paulo,Equipamento de Informática,10,2567.12,2350.97,2699.35,2,0.2096,0,2,Não Fraudulenta
LIC-2025-24285,Prefeitura Municipal de São Paulo,Medicamento,10,115.32,112.7,121.14,4,0.1523,0,1,Não Fraudulenta
LIC-2025-24286,Universidade Federal da Paraíba,Serviço de Limpeza,20,1696.55,1748.72,1567.51,3,0.1742,0,1,Não Fraudulenta
LIC-2025-24287,Governo do Estado de Pernambuco - Obras,Serviço de Limpeza,50,1574.82,1457.36,1593.65,3,0.2351,0,1,Não Fraudulenta
LIC-2025-24288,Prefeitura Municipal de João Pessoa,Transporte Escolar,20,4617.26,4426.04,8150.92,2,0.3877,1,1,Fraudulenta
LIC-2025-24289,Governo do Estado da Bahia - Secretaria de Saúde,Serviço de Limpeza,10,1329.65,1280.68,1391.99,5,0.1672,0,1,Não Fraudulenta
LIC-2025-24290,Governo do Estado de Pernambuco - Obras,Medicamento,5,97.1,94.84,95.83,5,0.2388,0,1,Não Fraudulenta
LIC-2025-24291,Câmara Municipal de Recife,Serviço de Limpeza,5,1839.81,1763.43,1742.66,2,0.1935,0,2,Não Fraudulenta
LIC-2025-24292,Prefeitura Municipal de João Pessoa,Mobiliário,1,784.24,818.98,890.52,4,0.1694,0,2,Não Fraudulenta
LIC-2025-24293,Prefeitura Municipal de São Paulo,Material de Escritório,20,45.84,47.93,49.82,2,0.1704,0,0,Não Fraudulenta
LIC-2025-24294,Câmara Municipal de Recife,Medicamento,100,88.89,91.77,92.77,3,0.1986,0,1,Não Fraudulenta
LIC-2025-24295,Câmara Municipal de Recife,Medicamento,5,99.7,96.32,114.59,4,0.2377,0,0,Não Fraudulenta
LIC-2025-24296,Universidade Federal da Paraíba,Serviço de Limpeza,50,1796.85,1814.78,2048.76,3,0.1723,0,1,Não Fraudulenta
LIC-2025-24297,Universidade Federal da Paraíba,Transporte Escolar,20,4310.37,4063.76,4070.51,5,0.2215,0,0,Não Fraudulenta
LIC-2025-24298,Prefeitura Municipal de João Pessoa,Mobiliário,1,1026.19,1002.95,900.55,3,0.165,0,3,Não Fraudulenta
LIC-2025-24299,Governo do Estado da Bahia - Secretaria de Saúde,Mobiliário,20,778.75,837.3,755.39,3,0.1779,1,2,Não Fraudulenta
LIC-2025-24300,Prefeitura Municipal de São Paulo,Serviço de Engenharia,20,192684.89,207987.57,181880.47,5,0.1548,0,1,Não Fraudulenta
LIC-2025-24301,Universidade Federal da Paraíba,Consultoria Técnica,10,16335.6,15900.64,17717.08,5,0.2279,0,5,Não Fraudulenta
LIC-2025-24302,Prefeitura Municipal de João Pessoa,Mobiliário,100,965.88,1016.34,1085.45,3,0.1661,0,1,Não Fraudulenta
LIC-2025-24303,Câmara Municipal de Recife,Serviço de Limpeza,10,1302.37,1195.74,1445.46,3,0.2126,0,1,Não Fraudulenta
LIC-2025-24304,Governo do Estado de Pernambuco - Obras,Serviço de Engenharia,10,190275.51,179529.04,166082.61,3,0.1786,0,1,Não Fraudulenta
LIC-2025-24305,Governo do Estado da Bahia - Secretaria de Saúde,Equipamento de Informática,10,2182.5,2305.98,2361.59,3,0.1572,0,2,Não Fraudulenta
LIC-2025-24306,Governo do Estado da Bahia - Secretaria de Saúde,Serviço de Engenharia,50,203274.85,196390.06,190678.92,2,0.19,0,1,Não Fraudulenta
LIC-2025-24307,Secretaria de Educação do Estado do Ceará,Serviço de Limpeza,10,1573.71,1516.5,1367.66,4,0.1673,0,2,Não Fraudulenta
LIC-2025-24308,Câmara Municipal de Recife,Medicamento,10,107.09,100.45,229.63,1,0.3188,0,3,Fraudulenta
LIC-2025-24309,Governo do Estado de Pernambuco - Obras,Mobiliário,10,840.96,853.1,805.48,5,0.1553,0,4,Não Fraudulenta
LIC-2025-24310,Secretaria de Educação do Estado do Ceará,Mobiliário,20,753.33,792.17,856.55,4,0.1652,0,0,Não Fraudulenta
LIC-2025-24311,Governo do Estado de Pernambuco - Obras,Transporte Escolar,50,4002.93,3898.58,4532.04,5,0.1721,0,2,Não Fraudulenta
LIC-2025-24312,Prefeitura Municipal de São Paulo,Material de Escritório,50,46.08,47.95,41.8,4,0.1983,0,0,Não Fraudulenta
LIC-2025-24313,Departamento Estadual de Trânsito de Minas Gerais,Material de Escritório,5,37.81,35.99,36.31,4,0.2269,0,4,Não Fraudulenta
LIC-2025-24314,Departamento Estadual de Trânsito de Minas Gerais,Equipamento de Informática,10,2085.79,2067.51,2158.42,2,0.1532,0,0,Não Fraudulenta
LIC-2025-24315,Prefeitura Municipal de São Paulo,Serviço de Engenharia,50,192149.01,185455.58,297053.7,2,0.4483,0,2,Fraudulenta
LIC-2025-24316,Secretaria de Educação do Estado do Ceará,Consultoria Técnica,100,14797.22,16171.12,13621.48,5,0.1743,1,0,Não Fraudulenta
LIC-2025-24317,Prefeitura Municipal de João Pessoa,Material de Escritório,20,38.58,42.22,37.52,4,0.2478,0,1,Não Fraudulenta
LIC-2025-24318,Governo do Estado de Pernambuco - Obras,Transporte Escolar,10,4507.77,4139.93,4553.65,2,0.1993,0,1,Não Fraudulenta
LIC-2025-24319,Secretaria de Educação do Estado do Ceará,Transporte Escolar,1,4444.47,4293.74,4600.67,3,0.2064,0,2,Não Fraudulenta
LIC-2025-24320,Departamento Estadual de Trânsito de Minas Gerais,Serviço de Engenharia,20,188854.64,198876.4,185629.85,3,0.1991,1,2,Não Fraudulenta
LIC-2025-24321,Governo do Estado da Bahia - Secretaria de Saúde,Equipamento de Informática,20,2259.47,2199.81,3453.56,1,0.342,0,2,Fraudulenta
LIC-2025-24322,Governo do Estado da Bahia - Secretaria de Saúde,Serviço de Engenharia,50,170541.01,180840.98,153023.24,4,0.2415,0,0,Não Fraudulenta
LIC-2025-24323,Prefeitura Municipal de São Paulo,Consultoria Técnica,100,12703.96,12069.69,13858.44,3,0.2455,0,0,Não Fraudulenta
LIC-2025-24324,Departamento Estadual de Trânsito de Minas Gerais,Serviço de Limpeza,50,1623.86,1647.43,1454.58,4,0.1959,0,4,Não Fraudulenta
LIC-2025-24325,Universidade Federal da Paraíba,Serviço de Limpeza,10,1618.93,1573.36,1643.98,4,0.2091,1,0,Não Fraudulenta
LIC-2025-24326,Departamento Estadual de Trânsito de Minas Gerais,Mobiliário,10,960.35,979.63,1584.41,1,0.4228,1,1,Fraudulenta
LIC-2025-24327,Governo do Estado da Bahia - Secretaria de Saúde,Serviço de Engenharia,10,156712.92,148483.47,155765.06,3,0.206,0,3,Não Fraudulenta
LIC-2025-24328,Prefeitura Municipal de São Paulo,Serviço de Engenharia,10,151333.79,146635.3,152192.21,2,0.2267,0,0,Não Fraudulenta
LIC-2025-24329,Departamento Estadual de Trânsito de Minas Gerais,Equipamento de Informática,20,2197.23,2275.79,2415.65,2,0.202,0,2,Não Fraudulenta
LIC-2025-24330,Governo do Estado da Bahia - Secretaria de Saúde,Serviço de Limpeza,100,1403.79,1353.1,1314.01,5,0.183,0,2,Não Fraudulenta
LIC-2025-24331,Governo do Estado da Bahia - Secretaria de Saúde,Serviço de Limpeza,50,1621.71,1714.64,1688.91,4,0.2261,1,0,Não Fraudulenta
LIC-2025-24332,Prefeitura Municipal de São Paulo,Serviço de Engenharia,10,178311.86,171527.58,160986.83,4,0.2408,0,0,Não Fraudulenta
LIC-2025-24333,Universidade Federal da Paraíba,Mobiliário,10,903.24,955.84,1724.69,1,0.4451,1,2,Fraudulenta
LIC-2025-24334,Prefeitura Municipal de São Paulo,Medicamento,5,104.01,98.45,108.5,3,0.2325,0,0,Não Fraudulenta
LIC-2025-24335,Câmara Municipal de Recife,Medicamento,20,118.28,120.67,133.71,3,0.2496,0,1,Não Fraudulenta
LIC-2025-24336,Prefeitura Municipal de João Pessoa,Serviço de Limpeza,20,1389.17,1312.08,1314.17,2,0.2309,0,1,Não Fraudulenta
LIC-2025-24337,Governo do Estado da Bahia - Secretaria de Saúde,Transporte Escolar,5,4634.04,4946.52,4510.8,2,0.1608,0,2,Não Fraudulenta
LIC-2025-24338,Departamento Estadual de Trânsito de Minas Gerais,Medicamento,10,84.04,88.65,83.56,5,0.2252,0,0,Não Fraudulenta
LIC-2025-24339,Prefeitura Municipal de São Paulo,Equipamento de Informática,50,2552.5,2664.98,2837.4,4,0.2391,0,0,Não Fraudulenta
LIC-2025-24340,Câmara Municipal de Recife,Serviço de Engenharia,5,210966.37,197330.74,327871.82,2,0.4312,1,2,Fraudulenta
LIC-2025-24341,Departamento Estadual de Trânsito de Minas Gerais,Material de Escritório,50,38.84,38.49,55.41,1,0.3097,0,1,Fraudulenta
LIC-2025-24342,Departamento Estadual de Trânsito de Minas Gerais,Equipamento de Informática,50,2921.29,3192.51,3158.81,4,0.2159,0,0,Não Fraudulenta
LIC-2025-24343,Prefeitura Municipal de João Pessoa,Transporte Escolar,10,4544.66,4722.9,3903.05,3,0.2229,0,1,Não Fraudulenta
LIC-2025-24344,Departamento Estadual de Trânsito de Minas Gerais,Serviço de Engenharia,20,213579.75,230714.13,381189.25,1,0.3668,1,2,Fraudulenta
LIC-2025-24345,Governo do Estado de Pernambuco - Obras,Serviço de Engenharia,100,145809.17,136760.81,154346.87,3,0.2472,0,2,Não Fraudulenta
LIC-2025-24346,Câmara Municipal de Recife,Serviço de Limpeza,10,1740.12,1781.77,1634.63,3,0.1572,1,0,Não Fraudulenta
LIC-2025-24347,Universidade Federal da Paraíba,Transporte Escolar,5,4235.26,4425.21,4076.53,5,0.2044,0,1,Não Fraudulenta
LIC-2025-24348,Governo do Estado da Bahia - Secretaria de Saúde,Consultoria Técnica,50,15232.98,16451.8,17225.74,4,0.2118,0,2,Não Fraudulenta
LIC-2025-24349,Universidade Federal da Paraíba,Transporte Escolar,50,3655.75,3503.3,3248.4,4,0.2125,0,0,Não Fraudulenta
LIC-2025-24350,Câmara Municipal de Recife,Material de Escritório,50,44.88,44.73,41.46,4,0.2139,0,2,Não Fraudulenta
LIC-2025-24351,Governo do Estado de Pernambuco - Obras,Mobiliário,50,1027.01,1127.97,987.27,5,0.1594,0,2,Não Fraudulenta
LIC-2025-24352,Governo do Estado de Pernambuco - Obras,Material de Escritório,100,36.32,37.41,33.78,2,0.2457,0,2,Não Fraudulenta
LIC-2025-24353,Governo do Estado de Pernambuco - Obras,Material de Escritório,50,34.64,36.31,71.57,2,0.3456,0,2,Fraudulenta
LIC-2025-24354,Governo do Estado da Bahia - Secretaria de Saúde,Serviço de Engenharia,20,161029.33,177013.99,144101.18,4,0.2492,0,1,Não Fraudulenta
LIC-2025-24355,Governo do Estado de Pernambuco - Obras,Material de Escritório,5,35.65,36.03,39.69,4,0.1625,0,1,Não Fraudulenta
LIC-2025-24356,Departamento Estadual de Trânsito de Minas Gerais,Equipamento de Informática,20,2008.08,1834.47,1811.46,3,0.1854,1,7,Não Fraudulenta
LIC-2025-24357,Departamento Estadual de Trânsito de Minas Gerais,Material de Escritório,5,42.92,46.62,38.89,3,0.2207,0,1,Não Fraudulenta
LIC-2025-24358,Governo do Estado da Bahia - Secretaria de Saúde,Transporte Escolar,100,4437.79,4234.26,4235.24,3,0.2363,1,1,Não Fraudulenta
LIC-2025-24359,Universidade Federal da Paraíba,Mobiliário,5,1047.35,1130.88,985.8,3,0.2397,0,2,Não Fraudulenta
LIC-2025-24360,Governo do Estado da Bahia - Secretaria de Saúde,Mobiliário,10,848.9,875.08,860.79,2,0.1946,0,0,Não Fraudulenta
LIC-2025-24361,Secretaria de Educação do Estado do Ceará,Serviço de Engenharia,20,212847.27,227219.22,227345.74,5,0.2253,0,1,Não Fraudulenta
LIC-2025-24362,Governo do Estado de Pernambuco - Obras,Transporte Escolar,20,4679.65,4757.43,4888.86,3,0.2431,0,3,Não Fraudulenta
LIC-2025-24363,Prefeitura Municipal de João Pessoa,Material de Escritório,50,32.4,29.96,33.56,3,0.1703,0,1,Não Fraudulenta
LIC-2025-24364,Prefeitura Municipal de São Paulo,Mobiliário,5,1053.73,1073.17,1112.98,3,0.2006,0,2,Não Fraudulenta
LIC-2025-24365,Secretaria de Educação do Estado do Ceará,Transporte Escolar,1,3550.92,3614.8,3882.74,3,0.2111,0,1,Não Fraudulenta
LIC-2025-24366,Prefeitura Municipal de São Paulo,Mobiliário,50,954.78,983.33,816.05,4,0.2329,0,1,Não Fraudulenta
LIC-2025-24367,Prefeitura Municipal de São Paulo,Equipamento de Informática,20,2785.6,2878.48,2484.53,4,0.1824,0,1,Não Fraudulenta
LIC-2025-24368,Governo do Estado da Bahia - Secretaria de Saúde,Serviço de Engenharia,50,154314.37,152302.14,163091.85,3,0.2291,0,0,Não Fraudulenta
LIC-2025-24369,Prefeitura Municipal de João Pessoa,Serviço de Limpeza,10,1919.46,1883.12,2152.64,2,0.216,0,0,Não Fraudulenta
LIC-2025-24370,Governo do Estado da Bahia - Secretaria de Saúde,Equipamento de Informática,10,2822.73,2751.0,4170.53,1,0.4328,0,4,Fraudulenta
LIC-2025-24371,Prefeitura Municipal de São Paulo,Mobiliário,20,870.45,872.03,1895.21,1,0.3104,1,1,Fraudulenta
LIC-2025-24372,Câmara Municipal de Recife,Mobiliário,5,742.29,705.37,741.98,3,0.1974,0,0,Não Fraudulenta
LIC-2025-24373,Universidade Federal da Paraíba,Material de Escritório,5,46.06,47.29,99.9,2,0.3058,2,2,Fraudulenta
LIC-2025-24374,Governo do Estado de Pernambuco - Obras,Consultoria Técnica,5,15944.52,14420.68,32424.56,1,0.4362,0,3,Fraudulenta
LIC-2025-24375,Governo do Estado da Bahia - Secretaria de Saúde,Serviço de Limpeza,20,1483.65,1401.51,2145.56,1,0.4052,0,5,Fraudulenta
LIC-2025-24376,Câmara Municipal de Recife,Consultoria Técnica,100,12307.07,13354.69,12429.61,4,0.2379,0,1,Não Fraudulenta
LIC-2025-24377,Governo do Estado da Bahia - Secretaria de Saúde,Serviço de Engenharia,50,153237.13,160174.66,147988.88,4,0.2272,1,0,Não Fraudulenta
LIC-2025-24378,Prefeitura Municipal de São Paulo,Serviço de Limpeza,100,1895.01,2013.88,2004.41,2,0.2075,0,3,Não Fraudulenta
LIC-2025-24379,Prefeitura Municipal de João Pessoa,Equipamento de Informática,10,2154.73,2262.86,1989.69,4,0.2289,0,1,Não Fraudulenta
LIC-2025-24380,Prefeitura Municipal de São Paulo,Mobiliário,10,949.3,1011.83,809.86,4,0.2314,0,0,Não Fraudulenta
LIC-2025-24381,Departamento Estadual de Trânsito de Minas Gerais,Mobiliário,20,735.18,722.83,1161.56,1,0.299,0,1,Fraudulenta
LIC-2025-24382,Secretaria de Educação do Estado do Ceará,Material de Escritório,20,45.03,41.7,46.94,3,0.1976,0,0,Não Fraudulenta
LIC-2025-24383,Prefeitura Municipal de São Paulo,Serviço de Engenharia,20,211852.64,193102.27,390612.6,2,0.3175,0,1,Fraudulenta
LIC-2025-24384,Prefeitura Municipal de São Paulo,Serviço de Engenharia,1,172014.77,173923.71,188445.0,4,0.1728,0,2,Não Fraudulenta
LIC-2025-24385,Secretaria de Educação do Estado do Ceará,Transporte Escolar,5,3990.22,3711.19,3466.1,5,0.1513,1,3,Não Fraudulenta
LIC-2025-24386,Governo do Estado da Bahia - Secretaria de Saúde,Medicamento,20,113.97,105.46,110.34,3,0.2413,0,0,Não Fraudulenta
LIC-2025-24387,Departamento Estadual de Trânsito de Minas Gerais,Serviço de Engenharia,100,157335.2,169690.32,175169.34,4,0.2244,0,1,Não Fraudulenta
LIC-2025-24388,Secretaria de Educação do Estado do Ceará,Mobiliário,10,983.22,1008.0,1028.23,4,0.2248,0,1,Não Fraudulenta
LIC-2025-24389,Governo do Estado de Pernambuco - Obras,Material de Escritório,20,32.98,34.71,53.33,2,0.2888,1,4,Fraudulenta
LIC-2025-24390,Prefeitura Municipal de João Pessoa,Serviço de Engenharia,20,166252.08,157922.7,170512.99,4,0.2376,0,1,Não Fraudulenta
LIC-2025-24391,Prefeitura Municipal de João Pessoa,Serviço de Limpeza,50,1442.12,1383.65,1418.06,4,0.2004,0,0,Não Fraudulenta
LIC-2025-24392,Câmara Municipal de Recife,Mobiliário,100,801.86,729.71,846.13,4,0.2002,1,0,Não Fraudulenta
LIC-2025-24393,Câmara Municipal de Recife,Mobiliário,20,923.06,834.91,1001.37,3,0.2375,0,4,Não Fraudulenta
LIC-2025-24394,Câmara Municipal de Recife,Mobiliário,20,923.95,866.64,871.88,3,0.175,0,3,Não Fraudulenta
LIC-2025-24395,Prefeitura Municipal de São Paulo,Material de Escritório,20,35.28,34.21,39.99,3,0.2086,1,1,Não Fraudulenta
LIC-2025-24396,Governo do Estado da Bahia - Secretaria de Saúde,Transporte Escolar,10,3800.86,3964.08,4063.45,5,0.1836,0,1,Não Fraudulenta
LIC-2025-24397,Câmara Municipal de Recife,Material de Escritório,20,42.15,41.37,40.88,3,0.2386,0,0,Não Fraudulenta
LIC-2025-24398,Secretaria de Educação do Estado do Ceará,Material de Escritório,100,35.34,32.86,30.54,4,0.1953,0,0,Não Fraudulenta
LIC-2025-24399,Departamento Estadual de Trânsito de Minas Gerais,Serviço de Limpeza,100,1453.17,1493.15,1409.93,2,0.1568,1,3,Não Fraudulenta
LIC-2025-24400,Câmara Municipal de Recife,Mobiliário,5,1054.55,1052.36,1079.16,2,0.1809,0,0,Não Fraudulenta
LIC-2025-24401,Departamento Estadual de Trânsito de Minas Gerais,Consultoria Técnica,5,15063.53,15435.47,12953.51,5,0.1527,0,1,Não Fraudulenta
LIC-2025-24402,Câmara Municipal de Recife,Serviço de Limpeza,20,1852.29,1845.29,2079.69,2,0.1988,0,1,Não Fraudulenta
LIC-2025-24403,Prefeitura Municipal de João Pessoa,Equipamento de Informática,50,2421.09,2221.57,4104.91,1,0.4129,0,5,Fraudulenta
LIC-2025-24404,Governo do Estado da Bahia - Secretaria de Saúde,Material de Escritório,5,37.95,37.38,38.7,4,0.2282,0,1,Não Fraudulenta
LIC-2025-24405,Câmara Municipal de Recife,Material de Escritório,5,43.54,46.58,44.18,3,0.195,0,2,Não Fraudulenta
LIC-2025-24406,Secretaria de Educação do Estado do Ceará,Consultoria Técnica,1,15734.39,14798.68,15322.38,3,0.1727,1,1,Não Fraudulenta
LIC-2025-24407,Governo do Estado de Pernambuco - Obras,Mobiliário,20,938.51,949.64,1026.53,3,0.2136,0,0,Não Fraudulenta
LIC-2025-24408,Prefeitura Municipal de João Pessoa,Transporte Escolar,20,4640.33,4779.54,4163.78,3,0.1901,0,0,Não Fraudulenta
LIC-2025-24409,Departamento Estadual de Trânsito de Minas Gerais,Material de Escritório,20,46.58,50.24,44.83,5,0.2305,1,2,Não Fraudulenta
LIC-2025-24410,Prefeitura Municipal de João Pessoa,Medicamento,5,107.63,108.99,113.59,2,0.1547,0,0,Não Fraudulenta
LIC-2025-24411,Governo do Estado da Bahia - Secretaria de Saúde,Material de Escritório,50,47.17,48.69,40.19,3,0.2317,0,0,Não Fraudulenta
LIC-2025-24412,Secretaria de Educação do Estado do Ceará,Medicamento,50,118.58,113.34,112.84,2,0.2373,1,3,Não Fraudulenta
LIC-2025-24413,Câmara Municipal de Recife,Consultoria Técnica,20,17017.92,18072.72,30123.09,1,0.4078,1,3,Fraudulenta
LIC-2025-24414,Secretaria de Educação do Estado do Ceará,Consultoria Técnica,50,12678.29,11456.33,19409.38,1,0.3862,0,1,Fraudulenta
LIC-2025-24415,Secretaria de Educação do Estado do Ceará,Medicamento,20,102.62,98.6,89.71,2,0.1606,0,1,Não Fraudulenta
LIC-2025-24416,Governo do Estado da Bahia - Secretaria de Saúde,Serviço de Engenharia,20,182596.84,179992.6,365919.3,2,0.3471,0,2,Fraudulenta
LIC-2025-24417,Secretaria de Educação do Estado do Ceará,Transporte Escolar,5,3804.9,4112.0,3605.06,4,0.1703,0,3,Não Fraudulenta
LIC-2025-24418,Governo do Estado de Pernambuco - Obras,Consultoria Técnica,50,17390.4,17313.06,36602.17,1,0.3015,0,3,Fraudulenta
LIC-2025-24419,Universidade Federal da Paraíba,Transporte Escolar,20,4273.95,4542.54,3743.22,3,0.1621,0,2,Não Fraudulenta
LIC-2025-24420,Prefeitura Municipal de João Pessoa,Transporte Escolar,20,3841.64,3496.76,3489.37,5,0.224,0,0,Não Fraudulenta
LIC-2025-24421,Universidade Federal da Paraíba,Mobiliário,5,1012.64,1102.86,2155.22,1,0.3163,0,3,Fraudulenta
LIC-2025-24422,Universidade Federal da Paraíba,Medicamento,20,84.72,77.77,173.43,2,0.3082,0,5,Fraudulenta
LIC-2025-24423,Prefeitura Municipal de São Paulo,Serviço de Engenharia,20,162609.73,158229.72,347968.09,2,0.2879,1,3,Fraudulenta
LIC-2025-24424,Prefeitura Municipal de São Paulo,Medicamento,5,102.35,98.13,106.01,4,0.2483,0,3,Não Fraudulenta
LIC-2025-24425,Governo do Estado de Pernambuco - Obras,Material de Escritório,20,47.07,48.17,41.23,4,0.1765,0,2,Não Fraudulenta
LIC-2025-24426,Prefeitura Municipal de João Pessoa,Equipamento de Informática,10,2197.12,1981.6,1965.38,3,0.2334,0,0,Não Fraudulenta
LIC-2025-24427,Câmara Municipal de Recife,Medicamento,100,109.81,99.99,213.9,1,0.4031,0,2,Fraudulenta
LIC-2025-24428,Governo do Estado da Bahia - Secretaria de Saúde,Serviço de Limpeza,10,1640.71,1523.19,2401.09,1,0.3875,0,7,Fraudulenta
LIC-2025-24429,Governo do Estado de Pernambuco - Obras,Material de Escritório,10,40.13,37.33,34.41,2,0.1708,1,0,Não Fraudulenta
LIC-2025-24430,Secretaria de Educação do Estado do Ceará,Serviço de Engenharia,50,152953.79,157563.76,144510.85,5,0.1726,0,3,Não Fraudulenta
LIC-2025-24431,Universidade Federal da Paraíba,Serviço de Engenharia,20,173457.48,176757.09,158767.96,4,0.1704,0,0,Não Fraudulenta
LIC-2025-24432,Prefeitura Municipal de São Paulo,Material de Escritório,10,41.82,38.18,62.92,1,0.3136,1,4,Fraudulenta
LIC-2025-24433,Prefeitura Municipal de João Pessoa,Material de Escritório,50,47.81,44.19,40.67,2,0.1785,0,1,Não Fraudulenta
LIC-2025-24434,Secretaria de Educação do Estado do Ceará,Equipamento de Informática,10,2466.05,2372.85,2516.26,3,0.1965,1,1,Não Fraudulenta
LIC-2025-24435,Secretaria de Educação do Estado do Ceará,Medicamento,10,91.53,100.44,79.66,3,0.1821,0,0,Não Fraudulenta
LIC-2025-24436,Prefeitura Municipal de São Paulo,Mobiliário,1,754.52,721.8,830.22,3,0.1531,0,2,Não Fraudulenta
LIC-2025-24437,Prefeitura Municipal de João Pessoa,Consultoria Técnica,50,12053.39,13075.59,12215.51,3,0.1533,1,1,Não Fraudulenta
LIC-2025-24438,Governo do Estado da Bahia - Secretaria de Saúde,Equipamento de Informática,1,2639.29,2896.31,2309.68,3,0.1609,1,1,Não Fraudulenta
LIC-2025-24439,Governo do Estado da Bahia - Secretaria de Saúde,Medicamento,5,85.14,88.2,77.51,3,0.2119,0,1,Não Fraudulenta
LIC-2025-24440,Governo do Estado da Bahia - Secretaria de Saúde,Mobiliário,20,1038.46,1114.9,1192.89,2,0.1979,0,0,Não Fraudulenta
LIC-2025-24441,Universidade Federal da Paraíba,Mobiliário,100,847.46,822.06,793.57,3,0.1929,0,1,Não Fraudulenta
LIC-2025-24442,Prefeitura Municipal de São Paulo,Transporte Escolar,50,3639.9,3636.92,3717.0,4,0.2489,0,1,Não Fraudulenta
LIC-2025-24443,Governo do Estado da Bahia - Secretaria de Saúde,Material de Escritório,100,44.94,44.01,41.51,4,0.2345,1,2,Não Fraudulenta
LIC-2025-24444,Governo do Estado de Pernambuco - Obras,Material de Escritório,20,37.58,39.37,53.47,2,0.4382,1,3,Fraudulenta
LIC-2025-24445,Departamento Estadual de Trânsito de Minas Gerais,Consultoria Técnica,100,17631.42,17426.33,19706.75,4,0.1508,0,1,Não Fraudulenta
LIC-2025-24446,Secretaria de Educação do Estado do Ceará,Medicamento,10,101.94,95.5,97.44,3,0.2303,0,0,Não Fraudulenta
LIC-2025-24447,Governo do Estado de Pernambuco - Obras,Equipamento de Informática,10,2039.86,1856.02,1802.98,3,0.2342,0,2,Não Fraudulenta
LIC-2025-24448,Departamento Estadual de Trânsito de Minas Gerais,Mobiliário,50,925.89,1009.65,902.46,4,0.1622,0,0,Não Fraudulenta
LIC-2025-24449,Governo do Estado da Bahia - Secretaria de Saúde,Equipamento de Informática,10,2125.72,2065.43,2189.72,3,0.2292,0,1,Não Fraudulenta
LIC-2025-24450,Prefeitura Municipal de São Paulo,Material de Escritório,50,41.99,45.03,40.49,2,0.1716,0,2,Não Fraudulenta
LIC-2025-24451,Governo do Estado da Bahia - Secretaria de Saúde,Equipamento de Informática,50,2019.68,1967.21,2070.11,4,0.1712,0,2,Não Fraudulenta
LIC-2025-24452,Secretaria de Educação do Estado do Ceará,Transporte Escolar,20,3586.07,3491.78,3587.34,4,0.2129,0,0,Não Fraudulenta
LIC-2025-24453,Governo do Estado de Pernambuco - Obras,Serviço de Limpeza,50,1905.83,1895.55,2178.54,3,0.1909,0,0,Não Fraudulenta
LIC-2025-24454,Departamento Estadual de Trânsito de Minas Gerais,Serviço de Engenharia,10,183489.56,185610.3,188103.42,3,0.2302,1,0,Não Fraudulenta
LIC-2025-24455,Secretaria de Educação do Estado do Ceará,Material de Escritório,5,38.8,35.13,35.77,3,0.1615,0,0,Não Fraudulenta
LIC-2025-24456,Departamento Estadual de Trânsito de Minas Gerais,Mobiliário,50,1063.95,1022.88,1047.35,4,0.1689,0,0,Não Fraudulenta
LIC-2025-24457,Secretaria de Educação do Estado do Ceará,Material de Escritório,1,40.39,37.28,36.36,4,0.197,0,0,Não Fraudulenta
LIC-2025-24458,Universidade Federal da Paraíba,Transporte Escolar,5,4210.07,4004.16,4184.11,2,0.2295,1,3,Não Fraudulenta
LIC-2025-24459,Prefeitura Municipal de São Paulo,Serviço de Engenharia,5,178373.16,179295.61,168362.2,3,0.219,0,3,Não Fraudulenta
LIC-2025-24460,Secretaria de Educação do Estado do Ceará,Material de Escritório,5,39.85,43.49,40.6,2,0.2214,0,2,Não Fraudulenta
LIC-2025-24461,Prefeitura Municipal de João Pessoa,Consultoria Técnica,20,17659.52,18112.05,18380.83,5,0.2067,0,2,Não Fraudulenta
LIC-2025-24462,Governo do Estado de Pernambuco - Obras,Medicamento,50,96.3,104.79,94.82,5,0.1811,0,0,Não Fraudulenta
LIC-2025-24463,Secretaria de Educação do Estado do Ceará,Transporte Escolar,5,4583.24,4944.2,4362.93,3,0.237,0,0,Não Fraudulenta
LIC-2025-24464,Governo do Estado da Bahia - Secretaria de Saúde,Equipamento de Informática,50,2935.27,2696.3,3063.01,2,0.2256,0,0,Não Fraudulenta
LIC-2025-24465,Câmara Municipal de Recife,Transporte Escolar,20,4413.27,4141.01,3911.14,3,0.1718,0,0,Não Fraudulenta
LIC-2025-24466,Universidade Federal da Paraíba,Serviço de Limpeza,10,1456.1,1527.75,1279.15,5,0.2245,0,1,Não Fraudulenta
LIC-2025-24467,Prefeitura Municipal de João Pessoa,Mobiliário,100,722.83,750.66,810.13,3,0.2019,0,0,Não Fraudulenta
LIC-2025-24468,Prefeitura Municipal de João Pessoa,Medicamento,5,88.47,82.21,167.95,2,0.4427,0,4,Fraudulenta
